Sat Mar 14 20:23:55 2015
number_of_requests,total_time_test,req_per_sec_v2,speed,traffic_total,traffic_header,traffic_data,min_request,max_request,mean_request,sd_request,sd_percent_request,succeeded_requests,succeeded_failed
55,1162.0000,47.10,282.61,335115,4785,328020,261.8500,301.2080,269.3880,9.0330,53.27,55,0
57,1135.0000,49.80,298.55,347301,4959,339948,261.9580,274.9840,268.1030,4.3060,53.86,57,0
59,1139.0000,51.10,308.67,359487,5133,351876,261.8620,275.2000,268.2580,4.6090,47.29,59,0
61,1140.0000,53.00,318.62,371673,5307,363804,261.9480,275.0070,268.3400,4.3700,52.30,61,0
63,1141.0000,54.90,328.47,383859,5481,375732,261.9530,274.9820,268.2050,4.4640,50.32,63,0
65,1144.0000,56.00,337.67,396045,5655,387660,261.9610,275.0680,268.5780,4.4380,50.92,65,0
67,1143.0000,58.00,348.54,408231,5829,399588,261.8700,274.9490,268.5860,4.3860,51.49,67,0
69,1146.0000,59.80,358.07,420417,6003,411516,261.9400,274.9420,268.3040,4.4650,50.00,69,0
71,1150.0000,61.00,367.81,432603,6177,423444,261.9490,274.9990,268.5660,4.3890,51.69,71,0
73,1245.0000,60.20,360.41,444789,6351,435372,261.8550,275.9660,268.4550,4.5480,49.86,73,0
75,1155.0000,64.50,386.53,456975,6525,447300,261.9580,275.1530,268.6280,4.4190,50.67,75,0
77,1156.0000,66.00,396.59,469161,6699,459228,261.9470,276.6350,268.3190,4.3390,54.41,77,0
79,1156.0000,67.90,406.53,481347,6873,471156,261.9520,274.9980,268.4920,4.3730,52.15,79,0
81,1158.0000,69.50,416.17,493533,7047,483084,261.9380,275.0670,268.4520,4.4950,49.63,81,0
83,1158.0000,71.10,426.27,505719,7221,495012,261.8450,275.1440,268.5760,4.3960,51.57,83,0
85,1161.0000,72.80,436.14,517905,7395,506940,261.9610,275.0970,268.6390,4.4870,49.77,85,0
87,1353.0000,67.90,406.14,530091,7569,518868,262.5610,422.0870,276.3540,30.7010,59.65,87,0
89,1163.0000,76.10,455.97,542277,7743,530796,261.9550,275.3560,268.5030,4.5840,47.42,89,0
91,1167.0000,77.50,464.32,554463,7917,542724,261.9290,274.9940,268.3450,4.4810,50.11,91,0
93,1288.0000,75.20,450.17,566649,8091,554652,261.8350,402.6170,273.7470,28.5450,52.90,93,0
95,1169.0000,80.60,482.95,578835,8265,566580,262.0280,275.2210,268.5210,4.4470,50.63,95,0
97,1173.0000,82.10,492.04,591021,8439,578508,262.2780,275.5320,268.5920,4.4480,50.41,97,0
99,1172.0000,84.10,502.76,603207,8613,590436,262.2840,275.3700,268.7750,4.4060,51.41,99,0
101,1174.0000,85.50,511.65,615393,8787,602364,262.3290,275.6030,269.1110,4.4500,50.10,101,0
103,1177.0000,87.00,520.64,627579,8961,614292,262.2830,275.4820,268.6980,4.5130,49.13,103,0
105,1177.0000,88.80,530.97,639765,9135,626220,262.2680,277.1760,269.0690,4.7130,50.76,105,0
107,1177.0000,90.40,540.61,651951,9309,638148,262.5600,276.7570,269.3230,4.5050,50.75,107,0
109,1185.0000,91.50,547.72,664137,9483,650076,262.2820,275.6760,268.9470,4.5730,49.36,109,0
111,1184.0000,93.30,558.10,676323,9657,662004,262.2850,275.4710,268.6990,4.4310,50.72,111,0
113,1185.0000,94.60,567.13,688509,9831,673932,262.2860,275.5080,268.8990,4.4210,51.68,113,0
115,1188.0000,96.30,575.88,700695,10005,685860,262.2770,275.5890,268.8980,4.5260,49.04,115,0
117,1312.0000,93.00,555.54,712881,10179,697788,262.8670,400.2680,280.3990,26.8570,52.73,117,0
119,1194.0000,99.20,593.12,725067,10353,709716,262.2710,275.6990,268.6790,4.4750,50.34,119,0
121,1195.0000,101.00,603.56,737253,10527,721644,262.2640,275.5410,268.6200,4.4550,50.66,121,0
123,1194.0000,102.60,612.63,749439,10701,733572,262.3030,275.6140,268.6480,4.4240,51.38,123,0
125,1308.0000,99.00,592.85,761625,10875,745500,262.3050,304.1330,270.1230,8.2830,57.44,125,0
127,1202.0000,105.50,629.72,773811,11049,757428,262.3250,275.8860,268.8530,4.4480,50.95,127,0
129,1202.0000,106.90,638.38,785997,11223,769356,262.3020,275.6750,268.7440,4.4330,51.08,129,0
131,1202.0000,108.40,648.15,798183,11397,781284,262.5920,276.0320,269.1600,4.3540,52.90,131,0
133,1203.0000,110.20,658.34,810369,11571,793212,262.2790,275.4690,268.8360,4.4690,50.45,133,0
135,1207.0000,111.30,665.38,822555,11745,805140,262.3000,275.8070,268.8880,4.4690,51.11,135,0
137,1207.0000,113.10,675.24,834741,11919,817068,262.2670,275.5030,268.7620,4.4880,50.15,137,0
139,1205.0000,114.70,685.72,846927,12093,828996,262.2560,275.6170,268.7370,4.5440,48.85,139,0
141,1210.0000,116.10,693.94,859113,12267,840924,262.2820,275.5210,268.8860,4.5470,48.87,141,0
143,1212.0000,117.60,702.05,871299,12441,852852,262.2420,275.7960,268.7890,4.5230,49.51,143,0
145,1214.0000,119.00,710.70,883485,12615,864780,262.2810,275.8110,268.6540,4.3630,52.83,145,0
147,1207.0000,121.30,724.48,895671,12789,876708,260.9490,274.3010,267.5900,4.5130,49.66,147,0
149,1208.0000,122.70,733.52,907857,12963,888636,260.0410,274.6700,266.6190,4.5990,48.73,149,0
151,1208.0000,124.30,743.27,920043,13137,900564,260.0380,273.3620,266.6460,4.4560,51.06,151,0
153,1211.0000,125.90,751.25,932229,13311,912492,260.0480,273.7710,266.5450,4.5160,50.06,153,0
155,1211.0000,127.40,761.42,944415,13485,924420,260.0460,273.2520,266.5540,4.4390,51.35,155,0
157,1219.0000,128.60,767.31,956601,13659,936348,259.9210,273.8030,266.6740,4.5490,48.92,157,0
159,1212.0000,130.60,781.19,968787,13833,948276,260.0140,273.3070,266.6520,4.4810,50.13,159,0
161,1457.0000,120.60,720.38,980973,14007,960204,261.3310,516.0660,312.7710,65.0680,58.51,161,0
163,1223.0000,132.70,793.46,993159,14181,972132,259.9330,274.2660,266.5420,4.4960,51.29,163,0
165,1221.0000,134.70,803.34,1005345,14355,984060,260.0160,273.4140,266.6030,4.4560,50.79,165,0
167,1220.0000,136.20,814.42,1017531,14529,995988,259.9170,273.2190,266.5670,4.4560,51.02,167,0
169,1229.0000,137.10,818.86,1029717,14703,1007916,259.9950,273.2660,266.4640,4.3720,52.72,169,0
171,1228.0000,138.90,829.24,1041903,14877,1019844,259.9260,273.3620,266.7260,4.4850,50.64,171,0
173,1222.0000,141.20,842.48,1054089,15051,1031772,259.9240,273.5880,266.5350,4.5050,49.71,173,0
175,1327.0000,135.60,810.36,1066275,15225,1043700,259.9240,375.8190,267.0340,11.8870,54.00,175,0
177,1232.0000,143.00,853.71,1078461,15399,1055628,260.0140,273.1810,266.5880,4.5260,49.27,177,0
179,1232.0000,144.80,864.59,1090647,15573,1067556,260.0160,273.1500,266.3900,4.4050,51.84,179,0
181,1232.0000,146.40,873.81,1102833,15747,1079484,259.9180,273.1540,266.5890,4.5420,48.89,181,0
183,1236.0000,147.60,880.17,1115019,15921,1091412,259.9110,273.2820,266.4940,4.4960,49.89,183,0
185,1284.0000,145.10,866.99,1127205,16095,1103340,259.8090,274.2720,266.5960,4.5130,50.70,185,0
187,1239.0000,150.30,897.81,1139391,16269,1115268,259.9060,273.1640,266.4580,4.5090,49.68,187,0
189,1337.0000,143.00,854.58,1151577,16443,1127196,259.9930,274.1360,266.5940,4.5040,50.48,189,0
191,1243.0000,153.00,913.50,1163763,16617,1139124,259.8990,273.0310,266.6850,4.4890,49.90,191,0
193,1351.0000,147.60,880.68,1175949,16791,1151052,259.9000,384.0290,266.9000,12.0460,55.28,193,0
195,1247.0000,155.90,930.32,1188135,16965,1162980,260.0080,273.5150,266.5850,4.4290,51.74,195,0
197,1250.0000,157.20,938.46,1200321,17139,1174908,260.0120,273.4330,266.4110,4.4820,50.20,197,0
199,1333.0000,152.40,909.21,1212507,17313,1186836,260.0040,273.4810,266.4380,4.4010,52.16,199,0
201,1252.0000,160.00,955.31,1224693,17487,1198764,259.9190,273.2270,266.6400,4.4340,51.34,201,0
203,1263.0000,160.20,956.78,1236879,17661,1210692,262.3540,275.7890,268.8480,4.4890,50.30,203,0
205,1350.0000,151.10,903.15,1249065,17835,1222620,283.4430,296.8020,289.8990,4.5760,48.20,205,0
207,1351.0000,152.90,913.17,1261251,18009,1234548,283.4520,296.7360,290.0130,4.5220,49.47,207,0
209,1356.0000,153.80,917.51,1273437,18183,1246476,283.4520,296.5930,289.8930,4.4220,51.53,209,0
211,1356.0000,155.00,925.38,1285623,18357,1258404,283.5100,297.6620,290.2360,4.6070,50.57,211,0
213,1359.0000,156.30,932.17,1297809,18531,1270332,283.4800,297.1480,290.3760,4.5530,51.46,213,0
215,1410.0000,153.40,915.12,1309995,18705,1282260,283.4440,297.1950,289.9020,4.5510,49.58,215,0
217,1500.0000,150.80,900.84,1322181,18879,1294188,283.4510,439.2240,295.2100,23.6500,54.56,217,0
219,1365.0000,159.80,954.07,1334367,19053,1306116,283.4350,296.5810,290.0060,4.4350,51.10,219,0
221,1364.0000,161.60,964.81,1346553,19227,1318044,283.4330,297.1260,289.7890,4.4940,50.14,221,0
223,1367.0000,162.60,970.48,1358739,19401,1329972,283.4470,296.8090,290.0270,4.4600,51.08,223,0
225,1370.0000,163.90,978.37,1370925,19575,1341900,283.4530,297.1230,290.0040,4.4700,50.71,225,0
227,1368.0000,165.30,986.88,1383111,19749,1353828,283.4570,296.7900,290.0030,4.4140,52.03,227,0
229,1376.0000,165.90,989.92,1395297,19923,1365756,283.4380,297.1020,289.9820,4.4710,50.57,229,0
231,1370.0000,168.20,1003.09,1407483,20097,1377684,283.4240,296.8840,289.9100,4.5610,48.66,231,0
233,1380.0000,168.30,1005.08,1419669,20271,1389612,283.4480,297.0930,289.9280,4.4970,50.17,233,0
235,1377.0000,170.10,1014.72,1431855,20445,1401540,283.4490,296.8460,289.8840,4.4850,50.38,235,0
237,1582.0000,170.50,34.45,1444041,20619,1413468,259.7450,273.8700,266.4130,4.5660,50.09,237,0
239,1284.0000,185.90,1.08,1456227,20793,1425396,259.7180,273.4810,266.3100,4.4930,50.33,239,0
241,1421.0000,177.70,54.69,1468413,20967,1437324,259.7530,391.4600,276.9170,24.0300,54.65,241,0
243,1292.0000,187.90,1.09,1480599,21141,1449252,259.7120,272.7940,266.3710,4.5080,49.75,243,0
245,1294.0000,189.20,1.10,1492785,21315,1461180,259.7010,273.1980,266.0220,4.4720,50.69,245,0
247,1290.0000,191.10,1.11,1504971,21489,1473108,259.7080,273.2030,266.2680,4.4560,51.05,247,0
249,1299.0000,191.50,1.12,1517157,21663,1485036,259.7150,273.2350,266.2500,4.4260,51.85,249,0
251,1517.0000,180.60,43.97,1529343,21837,1496964,260.4690,397.6380,280.9930,30.3760,55.38,251,0
253,1299.0000,194.30,1.13,1541529,22011,1508892,259.7180,273.4000,266.1970,4.5230,49.72,253,0
255,1300.0000,195.60,1.14,1553715,22185,1520820,259.7080,273.4940,266.2630,4.5500,49.06,255,0
257,1300.0000,197.20,1.15,1565901,22359,1532748,259.7210,275.6220,266.3680,4.7220,53.07,257,0
259,1351.0000,193.00,87.30,1578087,22533,1544676,261.2100,277.4140,268.0290,4.9430,51.27,259,0
261,1360.0000,191.50,1.12,1590273,22707,1556604,274.5890,288.4120,281.0760,4.5070,50.04,261,0
263,1364.0000,192.20,1.12,1602459,22881,1568532,274.6030,288.6720,281.1230,4.4770,51.10,263,0
265,1366.0000,193.60,1.13,1614645,23055,1580460,274.5970,288.0460,281.3020,4.5280,49.39,265,0
267,1556.0000,178.30,140.97,1626831,23229,1592388,274.6050,315.6080,281.1940,5.7870,56.18,267,0
269,1746.0000,164.20,399.79,1639017,23403,1604316,274.6330,609.2950,289.0930,32.8330,68.77,269,0
271,1430.0000,191.00,84.47,1651203,23577,1616244,274.5980,321.8290,281.3770,6.0910,56.12,271,0
273,1380.0000,197.20,1.15,1663389,23751,1628172,274.5950,290.4110,281.3920,4.7290,52.20,273,0
275,1391.0000,197.40,1.15,1675575,23925,1640100,274.5780,320.6900,281.1390,6.1250,54.95,275,0
277,1481.0000,192.00,69.33,1687761,24099,1652028,274.5890,315.9450,281.3550,6.4640,54.26,277,0
279,1381.0000,201.80,1.18,1699947,24273,1663956,274.5960,288.4110,281.0910,4.4670,50.97,279,0
281,1381.0000,203.00,1.18,1712133,24447,1675884,274.5660,288.0090,281.1650,4.5010,50.04,281,0
283,1383.0000,204.30,1.19,1724319,24621,1687812,274.5870,287.8950,281.0800,4.4920,50.18,283,0
285,1388.0000,205.10,1.19,1736505,24795,1699740,274.5960,288.1270,281.2660,4.4990,49.86,285,0
287,1432.0000,201.10,95.46,1748691,24969,1711668,274.5750,291.3070,281.1220,4.6310,52.27,287,0
289,1387.0000,207.70,1.21,1760877,25143,1723596,274.5780,288.7840,281.1360,4.4740,50.80,289,0
291,1572.0000,196.50,55.43,1773063,25317,1735524,274.5890,479.1300,294.3480,29.6480,55.94,291,0
293,1577.0000,197.90,55.02,1785249,25491,1747452,274.5710,399.1630,288.0830,24.8650,54.10,293,0
295,1490.0000,200.60,188.00,1797435,25665,1759380,274.5840,291.3840,281.3510,5.0130,50.41,295,0
297,1529.0000,198.40,173.45,1809621,25839,1771308,274.5910,324.3550,281.3900,7.0740,55.59,297,0
299,1694.0000,192.20,131.13,1821807,26013,1783236,275.4450,605.0830,296.6900,44.7690,58.83,299,0
301,1525.0000,201.70,178.20,1833993,26187,1795164,274.5930,291.4290,281.4590,4.8990,51.86,301,0
303,1496.0000,205.00,88.51,1846179,26361,1807092,274.6880,411.2620,282.7420,11.8250,61.69,303,0
305,1410.0000,216.00,1.26,1858365,26535,1819020,274.5890,314.6520,281.6450,5.6460,56.07,305,0
307,1407.0000,217.80,1.27,1870551,26709,1830948,274.5890,288.5700,281.0840,4.5010,50.16,307,0
309,1553.0000,205.20,175.81,1882737,26883,1842876,274.5510,317.9460,281.7920,8.2920,55.02,309,0
311,1594.0000,207.80,57.68,1894923,27057,1854804,275.3660,485.5090,300.4900,36.2250,56.21,311,0
313,1508.0000,212.60,78.66,1907109,27231,1866732,274.5910,318.7890,281.6100,7.5900,54.25,313,0
315,1636.0000,204.70,58.95,1919295,27405,1878660,274.6150,480.7450,293.2570,35.2580,53.87,315,0
317,1792.0000,198.80,121.80,1931481,27579,1890588,274.5820,542.3670,290.9520,30.5540,57.63,317,0
319,1602.0000,212.00,58.94,1943667,27753,1902516,275.0900,480.3530,288.7010,26.4280,54.58,319,0
321,1423.0000,225.20,1.31,1955853,27927,1914444,277.4280,291.4380,284.0200,4.4800,50.97,321,0
323,1540.0000,213.10,89.39,1968039,28101,1926372,277.4260,291.0030,283.9640,4.4790,50.50,323,0
325,1436.0000,226.10,1.32,1980225,28275,1938300,277.4360,291.1150,283.9420,4.4920,50.34,325,0
327,1484.0000,221.40,102.45,1992411,28449,1950228,277.4190,292.8580,284.0300,4.5460,52.38,327,0
329,1430.0000,229.80,1.34,2004597,28623,1962156,277.4180,291.2290,284.0150,4.4580,51.12,329,0
331,1438.0000,229.80,1.34,2016783,28797,1974084,277.4260,290.8540,283.8030,4.5410,49.16,331,0
333,1443.0000,230.00,1.34,2028969,28971,1986012,277.4190,290.8970,283.9120,4.4470,51.20,333,0
335,1441.0000,231.90,1.35,2041155,29145,1997940,277.4240,291.0010,283.9500,4.5340,49.13,335,0
337,1437.0000,233.90,1.36,2053341,29319,2009868,277.4190,292.6670,283.9400,4.5070,50.36,337,0
339,1492.0000,228.40,1.33,2065527,29493,2021796,277.4370,293.2730,284.1950,4.6720,51.92,339,0
341,1795.0000,208.00,148.32,2077713,29667,2033724,277.4260,547.5370,305.6290,40.8800,56.63,341,0
343,1469.0000,233.30,1.36,2089899,29841,2045652,277.4150,320.2290,284.2140,6.1970,55.63,343,0
345,1456.0000,236.60,1.38,2102085,30015,2057580,277.4180,291.5100,284.0370,4.4390,51.71,345,0
347,1456.0000,237.70,1.38,2114271,30189,2069508,277.4290,291.7130,283.9930,4.5070,50.00,347,0
349,1458.0000,239.00,1.39,2126457,30363,2081436,277.4220,293.4820,284.0080,4.5820,49.51,349,0
351,1458.0000,240.20,1.40,2138643,30537,2093364,277.4210,291.6230,283.8270,4.5190,49.71,351,0
353,1709.0000,225.50,54.69,2150829,30711,2105292,277.4420,543.4230,308.5120,42.5340,54.79,353,0
355,1463.0000,242.10,1.41,2163015,30885,2117220,277.4280,290.8880,284.0620,4.4840,50.50,355,0
357,2051.0000,223.30,30.41,2175201,31059,2129148,278.2570,758.2560,330.2430,73.5460,54.20,357,0
359,1738.0000,228.60,52.30,2187387,31233,2141076,277.4240,571.5290,327.8230,61.7330,53.62,359,0
361,1468.0000,245.70,1.43,2199573,31407,2153004,277.4290,291.0170,284.0300,4.4240,51.80,361,0
363,1553.0000,237.80,94.83,2211759,31581,2164932,277.4050,292.0010,283.9590,4.5420,49.75,363,0
365,1504.0000,243.60,1.42,2223945,31755,2176860,277.4250,292.9810,283.9710,4.5490,50.25,365,0
367,1507.0000,244.20,1.42,2236131,31929,2188788,276.2630,295.9680,283.3540,5.5110,53.24,367,0
369,1464.0000,251.80,1.47,2248317,32103,2200716,274.5560,288.2020,281.1070,4.4960,50.27,369,0
371,1469.0000,252.10,1.47,2260503,32277,2212644,274.5630,288.2300,281.2420,4.4840,50.46,371,0
373,1469.0000,253.30,1.48,2272689,32451,2224572,274.5620,289.2400,281.0310,4.4900,50.61,373,0
375,1499.0000,250.30,1.46,2284875,32625,2236500,274.5540,289.2540,281.1690,4.4740,50.80,375,0
377,1636.0000,235.80,93.68,2297061,32799,2248428,274.5800,293.0750,281.3840,4.6310,53.18,377,0
379,1476.0000,256.20,1.49,2309247,32973,2260356,274.5660,288.2720,281.0940,4.5460,49.02,379,0
381,1480.0000,257.00,1.50,2321433,33147,2272284,274.5650,288.4120,281.0950,4.4700,50.66,381,0
383,1472.0000,259.80,1.51,2333619,33321,2284212,274.5600,288.7830,281.3300,4.5030,50.60,383,0
385,1868.0000,230.90,153.79,2345805,33495,2296140,275.4120,698.0230,338.0490,73.9840,62.83,385,0
387,1507.0000,257.20,1.50,2357991,33669,2308068,274.5660,291.7720,281.2500,4.6470,49.64,387,0
389,1486.0000,261.60,1.52,2370177,33843,2319996,274.6270,288.4730,281.3760,4.4800,51.11,389,0
391,1747.0000,245.10,58.97,2382363,34017,2331924,274.8490,555.2010,295.9520,38.1860,56.24,391,0
393,1579.0000,251.10,1.46,2394549,34191,2343852,274.5710,328.2700,282.7800,9.7760,54.27,393,0
395,1646.0000,246.00,102.08,2406735,34365,2355780,274.5690,438.6890,284.5610,20.0270,65.19,395,0
397,1720.0000,245.20,70.60,2418921,34539,2367708,274.5680,485.9840,284.1330,19.6770,58.36,397,0
399,1743.0000,249.50,61.29,2431107,34713,2379636,274.5540,375.4880,281.3110,8.4390,55.34,399,0
401,1527.0000,263.10,1.53,2443293,34887,2391564,274.5570,288.9840,281.1990,4.5050,50.08,401,0
403,1711.0000,251.00,70.10,2455479,35061,2403492,274.5820,527.0430,295.8330,41.4990,60.00,403,0
405,1503.0000,268.80,1.57,2467665,35235,2415420,274.5500,289.4210,281.1810,4.4940,51.38,405,0
407,1506.0000,269.90,1.57,2479851,35409,2427348,274.5630,289.7040,281.1560,4.5850,49.85,407,0
409,1884.0000,239.30,58.35,2492037,35583,2439276,274.5590,635.6480,300.7340,50.9270,63.64,409,0
411,1839.0000,243.90,162.79,2504223,35757,2451204,275.4800,569.8030,291.4850,39.3460,59.07,411,0
413,1539.0000,268.20,1.56,2516409,35931,2463132,274.5710,292.1180,281.2580,4.5700,50.68,413,0
415,1777.0000,253.50,64.28,2528595,36105,2475060,274.9420,549.4230,291.7130,31.5850,54.29,415,0
417,1967.0000,234.40,248.53,2540781,36279,2486988,275.3030,767.7220,308.2970,69.0940,63.21,417,0
419,1622.0000,261.80,1.52,2552967,36453,2498916,274.8800,380.3850,283.2760,12.0130,55.68,419,0
421,1858.0000,242.20,173.68,2565153,36627,2510844,274.8740,613.9000,290.6970,37.7920,62.75,421,0
423,1671.0000,260.60,94.72,2577339,36801,2522772,274.5770,303.1970,282.6110,6.9390,58.06,423,0
425,1546.0000,275.00,1.60,2589525,36975,2534700,274.9900,327.2910,282.5560,7.5430,56.38,425,0
427,1553.0000,275.30,1.60,2601711,37149,2546628,274.5640,318.4520,281.8510,7.5090,56.42,427,0
429,1768.0000,254.00,86.29,2613897,37323,2558556,274.5730,319.1350,282.1360,9.0000,55.15,429,0
431,1526.0000,282.20,1.64,2626083,37497,2570484,274.5630,289.8400,281.2560,4.4950,50.93,431,0
433,2002.0000,242.60,144.44,2638269,37671,2582412,275.1900,687.4230,300.2150,54.0320,59.03,433,0
435,1609.0000,272.40,1.59,2650455,37845,2594340,274.5620,318.2180,281.7070,6.7850,54.26,435,0
437,1726.0000,263.30,92.69,2662641,38019,2606268,275.0580,436.8950,287.5050,24.7050,54.71,437,0
439,1580.0000,278.20,1.62,2674827,38193,2618196,274.5490,322.9150,281.3220,5.7610,55.28,439,0
441,2165.0000,242.80,132.89,2687013,38367,2630124,275.0930,876.6410,345.7960,93.6210,59.18,441,0
443,1544.0000,286.40,1.67,2699199,38541,2642052,274.5560,290.7150,281.1880,4.5630,50.61,443,0
445,1589.0000,280.70,1.63,2711385,38715,2653980,274.5640,289.2530,281.1690,4.4300,51.71,445,0
447,2029.0000,263.90,44.58,2723571,38889,2665908,274.5550,727.0780,283.6850,26.9990,53.87,447,0
449,1584.0000,283.90,1.65,2735757,39063,2677836,274.5510,297.6790,282.0840,6.1230,53.79,449,0
451,1632.0000,278.90,1.62,2747943,39237,2689764,274.5500,324.3930,281.2190,5.8340,54.92,451,0
453,1967.0000,258.50,150.06,2760129,39411,2701692,274.8320,669.7310,303.1820,56.0260,59.12,453,0
455,1555.0000,292.40,1.70,2772315,39585,2713620,274.5460,288.9040,281.0610,4.4830,50.66,455,0
457,1554.0000,293.60,1.71,2784501,39759,2725548,274.5390,288.5500,281.1050,4.4470,51.53,457,0
459,1556.0000,294.80,1.72,2796687,39933,2737476,274.5480,288.2180,281.0970,4.5040,50.00,459,0
461,1563.0000,294.20,1.71,2808873,40107,2749404,274.5400,289.5270,281.1620,4.5370,49.96,461,0
463,1606.0000,288.90,1.68,2821059,40281,2761332,274.5530,288.4080,281.1280,4.4860,50.28,463,0
465,1679.0000,282.00,1.64,2833245,40455,2773260,274.5580,319.6300,282.2330,9.2000,55.89,465,0
467,1618.0000,289.00,1.68,2845431,40629,2785188,274.8240,297.4580,281.5930,5.0150,53.00,467,0
469,1602.0000,292.80,1.71,2857617,40803,2797116,277.4230,292.3400,284.0240,4.4760,51.39,469,0
471,1598.0000,294.50,1.71,2869803,40977,2809044,277.4190,291.1190,284.0150,4.4860,50.23,471,0
473,1604.0000,294.90,1.72,2881989,41151,2820972,277.4270,295.4730,284.1860,4.8970,52.20,473,0
475,1596.0000,297.30,1.73,2894175,41325,2832900,277.4120,290.9970,283.9970,4.5030,50.00,475,0
477,1611.0000,296.00,1.72,2906361,41499,2844828,277.4150,292.6190,284.0980,4.5180,50.10,477,0
479,1591.0000,300.70,1.75,2918547,41673,2856756,277.3980,291.0240,283.9160,4.4620,50.86,479,0
481,1631.0000,294.70,1.72,2930733,41847,2868684,277.4170,323.8010,284.2170,5.6830,58.05,481,0
483,1618.0000,298.50,1.74,2942919,42021,2880612,277.4220,294.6210,284.3560,4.7100,54.76,483,0
485,1698.0000,288.40,1.68,2955105,42195,2892540,277.4260,420.6240,284.2700,9.6230,59.79,485,0
487,1592.0000,305.50,1.78,2967291,42369,2904468,277.4110,291.8380,284.0010,4.5250,50.00,487,0
489,1623.0000,301.60,1.76,2979477,42543,2916396,277.4100,291.5670,284.0860,4.4990,50.25,489,0
491,1684.0000,296.00,1.72,2991663,42717,2928324,277.4130,320.2590,284.1210,6.3050,55.32,491,0
493,1673.0000,296.70,1.73,3003849,42891,2940252,277.4200,291.5570,284.0110,4.4350,51.52,493,0
495,1626.0000,304.60,1.77,3016035,43065,2952180,277.4210,293.8490,284.0770,4.5850,49.74,495,0
497,1806.0000,289.30,88.64,3028221,43239,2964108,277.4150,485.8520,289.8640,23.0900,54.16,497,0
499,1648.0000,303.00,1.77,3040407,43413,2976036,277.4100,292.4330,284.0110,4.4900,50.58,499,0
501,1710.0000,295.50,1.72,3052593,43587,2987964,277.3910,302.6870,285.0390,6.3960,53.79,501,0
503,1830.0000,283.30,1.65,3064779,43761,2999892,277.3930,303.1930,284.6150,5.7090,56.84,503,0
505,1674.0000,302.40,1.76,3076965,43935,3011820,277.4220,331.5890,284.7120,6.5460,59.70,505,0
